Mod:Item:MetaData, Localized Name
immersiveintelligence:small_crate:2, Small Wooden Crate (Wide)
immersiveintelligence:small_crate:3, Small Metal Crate (Box)
immersiveintelligence:small_crate:4, Small Metal Crate (Cube)
immersiveintelligence:small_crate:5, Small Metal Crate (Wide)
immersiveintelligence:mine_sign, tile.immersiveintelligence.mine_sign.name
immersiveintelligence:tripmine, tile.immersiveintelligence.tripmine.name
immersiveintelligence:naval_mine:1, Naval Mine Casing
immersiveintelligence:mechanical_device:0, Wooden Transmission Box
immersiveintelligence:mechanical_device:1, Creative Transmission Box
immersiveintelligence:mechanical_device1, tile.immersiveintelligence.mechanical_device1.name
immersiveintelligence:gearbox, tile.immersiveintelligence.gearbox.name
immersiveintelligence:mechanical_connector, tile.immersiveintelligence.mechanical_connector.name
ocsensors:sensor, tile.ocsensors.sensor.name
buildcraftcore:spring:0, Water Spring
buildcraftcore:spring:1, Oil Spring
buildcraftcore:decorated:0, tile.decorated.destroy.name
buildcraftcore:decorated:1, Blueprint (Decoration)
buildcraftcore:decorated:2, Template (Decoration)
buildcraftcore:decorated:3, tile.decorated.paper.name
buildcraftcore:decorated:4, tile.decorated.leather.name
buildcraftcore:decorated:5, Laser (Decoration)
buildcraftcore:marker_volume, Land Mark
buildcraftcore:marker_path, Path Mark
buildcraftcore:engine:0, Redstone Engine
buildcraftcore:engine:1, Stirling Engine
buildcraftcore:engine:2, Combustion Engine
buildcraftcore:engine:3, Creative Engine
buildcraftcore:wrench, Wrench
buildcraftcore:gear_wood, Wood Gear
buildcraftcore:gear_stone, Stone Gear
buildcraftcore:gear_iron, Iron Gear
buildcraftcore:gear_gold, Gold Gear
buildcraftcore:gear_diamond, Diamond Gear
buildcraftcore:paintbrush:64, Paintbrush
buildcraftcore:paintbrush:0, §z§0§fWhite§r Paintbrush
buildcraftcore:paintbrush:0, §z§1§6Orange§r Paintbrush
buildcraftcore:paintbrush:0, §z§2§dMagenta§r Paintbrush
buildcraftcore:paintbrush:0, §z§3§bLight Blue§r Paintbrush
buildcraftcore:paintbrush:0, §z§4§eYellow§r Paintbrush
buildcraftcore:paintbrush:0, §z§5§aLime§r Paintbrush
buildcraftcore:paintbrush:0, §z§6§dPink§r Paintbrush
buildcraftcore:paintbrush:0, §z§7§7Gray§r Paintbrush
buildcraftcore:paintbrush:0, §z§8§7Light Gray§r Paintbrush
buildcraftcore:paintbrush:0, §z§9§3Cyan§r Paintbrush
buildcraftcore:paintbrush:0, §z§a§dPurple§r Paintbrush
buildcraftcore:paintbrush:0, §9§9Blue§r Paintbrush
buildcraftcore:paintbrush:0, §z§c§6Brown§r Paintbrush
buildcraftcore:paintbrush:0, §z§d§aGreen§r Paintbrush
buildcraftcore:paintbrush:0, §z§e§cRed§r Paintbrush
buildcraftcore:paintbrush:0, §0§7Black§r Paintbrush
buildcraftcore:list, List
buildcraftcore:map_location:0, Map Location
buildcraftcore:marker_connector, Marker Connector
buildcraftcore:volume_box, item.volume_box.name
buildcraftcore:fragile_fluid_shard, Fragile %s Shard
buildcraftbuilders:snapshot:2, Blueprint
buildcraftbuilders:snapshot:0, Template
buildcraftbuilders:schematic_single:0, Single Block Schematic
buildcraftbuilders:filler_planner, Filler Planner
buildcraftbuilders:filler, Filler
buildcraftbuilders:builder, Builder
buildcraftbuilders:architect, Architect Table
buildcraftbuilders:library, Electronic Library
buildcraftbuilders:replacer, tile.replacerBlock.name
buildcraftbuilders:frame, Frame
buildcraftbuilders:quarry, Quarry
buildcrafttransport:pipe_structure:0, Cobblestone Structure Pipe
buildcrafttransport:pipe_wood_item:0, Wooden Transport Pipe
buildcrafttransport:pipe_cobble_item:0, Cobblestone Transport Pipe
buildcrafttransport:pipe_stone_item:0, Stone Transport Pipe
buildcrafttransport:pipe_quartz_item:0, Quartz Transport Pipe
buildcrafttransport:pipe_iron_item:0, Iron Transport Pipe
buildcrafttransport:pipe_gold_item:0, Golden Transport Pipe
buildcrafttransport:pipe_clay_item:0, Clay Transport Pipe
buildcrafttransport:pipe_sandstone_item:0, Sandstone Transport Pipe
buildcrafttransport:pipe_void_item:0, Void Transport Pipe
buildcrafttransport:pipe_obsidian_item:0, Obsidian Transport Pipe
buildcrafttransport:pipe_diamond_item:0, Diamond Transport Pipe
buildcrafttransport:pipe_diamond_wood_item:0, Wooden Diamond Transport Pipe
buildcrafttransport:pipe_lapis_item:0, Lazuli Transport Pipe
buildcrafttransport:pipe_daizuli_item:0, Daizuli Transport Pipe
buildcrafttransport:pipe_emzuli_item:0, Emzuli Transport Pipe
buildcrafttransport:pipe_stripes_item:0, Stripes Transport Pipe
buildcrafttransport:pipe_wood_fluid:0, Wooden Fluid Pipe
buildcrafttransport:pipe_cobble_fluid:0, Cobblestone Fluid Pipe
buildcrafttransport:pipe_stone_fluid:0, Stone Fluid Pipe
buildcrafttransport:pipe_quartz_fluid:0, Quartz Fluid Pipe
buildcrafttransport:pipe_gold_fluid:0, Golden Fluid Pipe
buildcrafttransport:pipe_iron_fluid:0, Iron Fluid Pipe
buildcrafttransport:pipe_clay_fluid:0, Clay Fluid Pipe
buildcrafttransport:pipe_sandstone_fluid:0, Sandstone Fluid Pipe
buildcrafttransport:pipe_void_fluid:0, Void Fluid Pipe
buildcrafttransport:pipe_diamond_fluid:0, Diamond Fluid Pipe
buildcrafttransport:pipe_diamond_wood_fluid:0, Wooden Diamond Fluid Pipe
buildcrafttransport:pipe_wood_power:0, Wooden Kinesis Pipe
buildcrafttransport:pipe_cobble_power:0, Cobblestone Kinesis Pipe
buildcrafttransport:pipe_stone_power:0, Stone Kinesis Pipe
buildcrafttransport:pipe_quartz_power:0, Quartz Kinesis Pipe
buildcrafttransport:pipe_gold_power:0, Golden Kinesis Pipe
buildcrafttransport:pipe_sandstone_power:0, Sandstone Kinesis Pipe
buildcraftcompat:pipe_item_propolis:0, Apiarist's Pipe
buildcrafttransport:filtered_buffer, Filtered Buffer
buildcrafttransport:waterproof, Pipe Sealant
buildcrafttransport:plug_blocker, Pipe Plug
buildcrafttransport:plug_power_adaptor, Power Adapter
buildcrafttransport:wire:0, §z§0§fWhite§r Pipe Wire
buildcrafttransport:wire:1, §z§1§6Orange§r Pipe Wire
buildcrafttransport:wire:2, §z§2§dMagenta§r Pipe Wire
buildcrafttransport:wire:3, §z§3§bLight Blue§r Pipe Wire
buildcrafttransport:wire:4, §z§4§eYellow§r Pipe Wire
buildcrafttransport:wire:5, §z§5§aLime§r Pipe Wire
buildcrafttransport:wire:6, §z§6§dPink§r Pipe Wire
buildcrafttransport:wire:7, §z§7§7Gray§r Pipe Wire
buildcrafttransport:wire:8, §z§8§7Light Gray§r Pipe Wire
buildcrafttransport:wire:9, §z§9§3Cyan§r Pipe Wire
buildcrafttransport:wire:10, §z§a§dPurple§r Pipe Wire
buildcrafttransport:wire:11, §9§9Blue§r Pipe Wire
buildcrafttransport:wire:12, §z§c§6Brown§r Pipe Wire
buildcrafttransport:wire:13, §z§d§aGreen§r Pipe Wire
buildcrafttransport:wire:14, §z§e§cRed§r Pipe Wire
buildcrafttransport:wire:15, §0§7Black§r Pipe Wire
buildcraftsilicon:laser, Laser
buildcraftsilicon:assembly_table, Assembly Table
buildcraftsilicon:advanced_crafting_table, Advanced Crafting Table
buildcraftsilicon:integration_table, Integration Table
buildcraftsilicon:redstone_chipset:0, Redstone Chipset
buildcraftsilicon:redstone_chipset:1, Iron Chipset
buildcraftsilicon:redstone_chipset:2, Golden Chipset
buildcraftsilicon:redstone_chipset:3, Quartz Chipset
buildcraftsilicon:redstone_chipset:4, Diamond Chipset
buildcraftsilicon:gate_copier, Gate Copier
buildcraftsilicon:plug_gate, item.gate.name
buildcraftsilicon:plug_lens:0, §0§7Black§r Lens
buildcraftsilicon:plug_lens:1, §z§e§cRed§r Lens
buildcraftsilicon:plug_lens:2, §z§d§aGreen§r Lens
buildcraftsilicon:plug_lens:3, §z§c§6Brown§r Lens
buildcraftsilicon:plug_lens:4, §9§9Blue§r Lens
buildcraftsilicon:plug_lens:5, §z§a§dPurple§r Lens
buildcraftsilicon:plug_lens:6, §z§9§3Cyan§r Lens
buildcraftsilicon:plug_lens:7, §z§8§7Light Gray§r Lens
buildcraftsilicon:plug_lens:8, §z§7§7Gray§r Lens
buildcraftsilicon:plug_lens:9, §z§6§dPink§r Lens
buildcraftsilicon:plug_lens:10, §z§5§aLime§r Lens
buildcraftsilicon:plug_lens:11, §z§4§eYellow§r Lens
buildcraftsilicon:plug_lens:12, §z§3§bLight Blue§r Lens
buildcraftsilicon:plug_lens:13, §z§2§dMagenta§r Lens
buildcraftsilicon:plug_lens:14, §z§1§6Orange§r Lens
buildcraftsilicon:plug_lens:15, §z§0§fWhite§r Lens
buildcraftsilicon:plug_lens:16, §0§7Black§r Filter
buildcraftsilicon:plug_lens:17, §z§e§cRed§r Filter
buildcraftsilicon:plug_lens:18, §z§d§aGreen§r Filter
buildcraftsilicon:plug_lens:19, §z§c§6Brown§r Filter
buildcraftsilicon:plug_lens:20, §9§9Blue§r Filter
buildcraftsilicon:plug_lens:21, §z§a§dPurple§r Filter
buildcraftsilicon:plug_lens:22, §z§9§3Cyan§r Filter
buildcraftsilicon:plug_lens:23, §z§8§7Light Gray§r Filter
buildcraftsilicon:plug_lens:24, §z§7§7Gray§r Filter
buildcraftsilicon:plug_lens:25, §z§6§dPink§r Filter
buildcraftsilicon:plug_lens:26, §z§5§aLime§r Filter
buildcraftsilicon:plug_lens:27, §z§4§eYellow§r Filter
buildcraftsilicon:plug_lens:28, §z§3§bLight Blue§r Filter
buildcraftsilicon:plug_lens:29, §z§2§dMagenta§r Filter
buildcraftsilicon:plug_lens:30, §z§1§6Orange§r Filter
buildcraftsilicon:plug_lens:31, §z§0§fWhite§r Filter
buildcraftsilicon:plug_lens:32, Clear Lens
buildcraftsilicon:plug_lens:33, Clear Filter
buildcraftsilicon:plug_pulsar, Pipe Pulsar
buildcraftsilicon:plug_light_sensor, Light Sensor
buildcraftenergy:glob_of_oil, item.globOil.name
buildcraftfactory:autoworkbench_item, Auto Workbench
buildcraftfactory:mining_well, Mining Well
buildcraftfactory:pump, Pump
buildcraftfactory:flood_gate, Flood Gate
buildcraftfactory:tank, Tank
buildcraftfactory:chute, Chute
buildcraftfactory:distiller, Distiller
buildcraftfactory:heat_exchange, Heat Exchanger
buildcraftfactory:water_gel_spawn, Water Gelifier
buildcraftfactory:gel, Gelled Water
buildcraftrobotics:zone_planner, Zone Planner
patchouli:guide_book, Guide Book
dimdoors:quartz_door, Quartz Door
dimdoors:quartz_dimensional_door, Quartz Dimensional Door
dimdoors:gold_door, Gold Door
dimdoors:gold_dimensional_door, Gold Dimensional Door
dimdoors:iron_dimensional_door, Iron Dimensional Door
dimdoors:oak_dimensional_door, Wood Dimensional Door
dimdoors:stable_fabric, item.null.name
dimdoors:unstable_dimensional_door, Unstable Dimensional Door
dimdoors:world_thread, item.null.name
dimdoors:rift_configuration_tool, Rift Configuration Tool
dimdoors:rift_blade, Rift Blade
dimdoors:rift_remover, Rift Remover
dimdoors:rift_signature, Rift Signature
dimdoors:stabilized_rift_signature, Stabilized Rift Signature
dimdoors:rift_stabilizer, Rift Stabilizer
dimdoors:woven_world_thread_helmet, Woven World Thread Helmet
dimdoors:woven_world_thread_chestplate, Woven World Thread Chestplate
dimdoors:woven_world_thread_leggings, Woven World Thread Leggings
dimdoors:woven_world_thread_boots, Woven World Thread Boots
dimdoors:fabric:0, Altered Fabric
dimdoors:fabric:1, Orange Altered Fabric
dimdoors:fabric:2, Magenta Altered Fabric
dimdoors:fabric:3, Light Blue Altered Fabric
dimdoors:fabric:4, Yellow Altered Fabric
dimdoors:fabric:5, Lime Altered Fabric
dimdoors:fabric:6, Pink Altered Fabric
dimdoors:fabric:7, Gray Altered Fabric
dimdoors:fabric:8, Light Gray Altered Fabric
dimdoors:fabric:9, Cyan Altered Fabric
dimdoors:fabric:10, Purple Altered Fabric
dimdoors:fabric:11, Blue Altered Fabric
dimdoors:fabric:12, Brown Altered Fabric
dimdoors:fabric:13, Green Altered Fabric
dimdoors:fabric:14, Red Altered Fabric
dimdoors:fabric:15, Fabric of Reality
dimdoors:ancient_fabric:0, Altered Ancient Fabric
dimdoors:ancient_fabric:1, Orange Altered Ancient Fabric
dimdoors:ancient_fabric:2, Magenta Altered Ancient Fabric
dimdoors:ancient_fabric:3, Light Blue Altered Ancient Fabric
dimdoors:ancient_fabric:4, Yellow Altered Ancient Fabric
dimdoors:ancient_fabric:5, Lime Altered Ancient Fabric
dimdoors:ancient_fabric:6, Pink Altered Ancient Fabric
dimdoors:ancient_fabric:7, Gray Altered Ancient Fabric
dimdoors:ancient_fabric:8, Light Gray Altered Ancient Fabric
dimdoors:ancient_fabric:9, Cyan Altered Ancient Fabric
dimdoors:ancient_fabric:10, Purple Altered Ancient Fabric
dimdoors:ancient_fabric:11, Blue Altered Ancient Fabric
dimdoors:ancient_fabric:12, Brown Altered Ancient Fabric
dimdoors:ancient_fabric:13, Green Altered Ancient Fabric
dimdoors:ancient_fabric:14, Red Altered Ancient Fabric
dimdoors:ancient_fabric:15, Ancient Fabric
dimdoors:unravelled_fabric, Unraveled Fabric
dimdoors:dimensional_trapdoor, Oak Dimensional Trapdoor
dimdoors:record_creepy, Music Disc
dimdoors:marking_plate, tile.marking_plate.name
extremecobblegenerator:cobblegenerator, Cobblestone Generator
flansmod:ak47, AK47
flansmod:su25, SU 25
flansmod:tripletake, Triple Take
flansmod:stingerammo:0, Stinger Missile
flansmod:juggernauthelmet, Juggernaut Helmet (Green)
flansmod:flanmwburstfire, Burst Fire Modification
flansmod:skorpion, Skorpion
flansmod:mtarammo:0, MTAR Ammo
flansmod:tripletakeammo:0, Triple Take Ammo
flansmod:uziammo:0, Mini-Uzi Ammo
flansmod:largeelectricengine, Large Electric Engine
flansmod:metalcockpit, Metal Cockpit
flansmod:an94, AN94
flansmod:mwammobag, Deployable Ammo Bag
flansmod:mtar, MTAR
flansmod:kskpants, German KSK Trousers
flansmod:c4, C4 Plastic Explosive
flansmod:swatbody, SWAT Bodyarmour
flansmod:flaregunblueammo:0, Flare Gun Blue Ammo
flansmod:sg550, SG550
flansmod:g36ammo:0, G36C Ammo
flansmod:kcasmartpistolammo:0, KCA Smart pistol Ammo
flansmod:flanmwprecisionchoke, Precision Choke Modifacation
flansmod:uspammo:0, USP Ammo
flansmod:sasbody, British SAS Jacket
flansmod:gau19ammo:0, GAU19 Ammo
flansmod:flanmwhcog, HCOG Sight
flansmod:emp4, EMP4
flansmod:sidewinder7ammo:0, SideWinder7 Ammo
flansmod:bodyarmour, Body Armour
flansmod:flanmwlongbarrel, Long Barrel
flansmod:m1911ammo:0, M1911 Ammo
flansmod:flanmwextrovertedchoke, Extroverted Choke Modification
flansmod:12gpoisonedflechetteammo:0, 12G Poisoned Flechette Ammo
flansmod:rotaryengine, Rotary Engine
flansmod:l86, L86 LSW
flansmod:flanmwldcigscope, LDCIG Scope
flansmod:juggernautbodybrown, Juggernaut Body Armor (Brown)
flansmod:fnscarammo:0, FN SCAR Ammo
flansmod:m1014, M1014
flansmod:fmg, FMG-9
flansmod:kcasmartpistol, KCA Smart pistol
flansmod:mim23ammo:0, MIM-23 Rocket
flansmod:panzerfaust3, Panzerfaust 3
flansmod:l96, L96
flansmod:marinehelmet, Marine Helmet
flansmod:augammo:0, AUG Ammo
flansmod:krissvector, Kriss Vector
flansmod:dragunov, Dragunov
flansmod:acr, ACR
flansmod:exoskeletonboots, Exoskeleton Boots
flansmod:usppoisonammo:0, USP Poison Ammo
flansmod:apcrrifleammo:0, APCR Rifle Ammo
flansmod:abrams, M1 Abrams
flansmod:flanmwreddot, Red Dot Sight
flansmod:modernadvanced_item, Advanced Modern Weapons Box
flansmod:hk416, HK416
flansmod:juggernauthelmetbrown, Juggernaut Helmet (Brown)
flansmod:sg550ammo:0, SG550 Ammo
flansmod:exoskeletonhelmet, Exoskeleton Helmet
flansmod:claymore, M18 Claymore
flansmod:ak74, AK74
flansmod:flanmw8xscope, 8x Scope
flansmod:reinforcedupperreceiver, Reinforced Upper Receiver
flansmod:g3, G3
flansmod:shell:0, AP Tank Shell
flansmod:sigp232, SIG P232
flansmod:helicopterblade, Helicopter Blade
flansmod:mwmedkit, Medkit
flansmod:saspants, British SAS Trousers
flansmod:advancedtankbody, Advanced Tank Body
flansmod:pr3oscammo:0, Pr3 OSC Ammo
flansmod:mp5ammo:0, MP5 Ammo
flansmod:m16a4, M16A4
flansmod:smg100ammo:0, Max Capacity SMG Ammo
flansmod:peacekeeper, Peace Keeper
flansmod:spetsnazboots, Spetsnaz Boots
flansmod:metalpropeller, Metal Propeller
flansmod:blackhawk, UH-60 Black Hawk
flansmod:jury, Jury Autorevolver
flansmod:quickreloadgrip, Quick Reload Grip
flansmod:at4ammo:0, AT4 Rocket
flansmod:gignboots, French GIGN Boots
flansmod:ak47ammo:0, AK47 Ammo
flansmod:skorpionammo:0, Skorpion Ammo
flansmod:cattrack, Caterpillar Track
flansmod:g36, G36C
flansmod:sentrygun, Sentry Gun
flansmod:dragunovammo:0, Dragunov Ammo
flansmod:stinger, FIM-92 Stinger
flansmod:judge, Judge Shotgun
flansmod:minigunexplosiveammo:0, Minigun Explosive Ammo
flansmod:barrettammo:0, Barrett Ammo
flansmod:metalwingsmall, Small Metal Wing
flansmod:mwriotshield, Riot Shield
flansmod:flanmwautofire, Full Auto Fire Modification
flansmod:redstonecoil, Redstone Coil
flansmod:executioner, Executioner Shotgun
flansmod:f22, F22 Raptor
flansmod:blacktrousers, Black Trousers
flansmod:spetsnazbody, Spetsnaz Jacket
flansmod:bulldozerboots, Bulldozer Boots
flansmod:flanmwcharmjthmonkeysight, jthmonkey Sight Charm
flansmod:flanmw4xscope, 4x Scope
flansmod:honeybadgerammo:0, Honey Badger Ammo
flansmod:triplanewing, Triplane Wing
flansmod:sidewinder7, SideWinder7
flansmod:marineboots, Marine Boots
flansmod:passengerbay, Passenger Bay
flansmod:glockammo:0, Glock Ammo
